Parent Tier Code,Tier Type Title,Tier Code,Tier Title,Subtitle,Description,Subject,Editions,Levels,Visibility,Locales,Curriculum Tree Thumbnail,Color Code,Sort Order,Header Image Src,Created By,Created Date,Last Updated By,Last Updated Date
CO_M02_T06_L08_SS01,Learning Object,NA-MATH_ALG1_M02_T03_L02,,,,,,,,,,,,,,,,
CO_M02_T06_L08,Sub_Section,CO_M02_T06_L08_SS02,Graphing Inequalities in Two Variables,,"In this topic, students begin with what they already know: writing systems of linear equations and solving them graphically and algebraically using substitution. Using standard form equations builds upon what they learned about standard form in middle school and prepares them to solve systems using the linear combinations method. Students first analyze and solve systems where two equations share a variable whose coefficient in one equation is the additive inverse of its coefficient in the other. They then learn to transform one or both equations to use this method.

Students then consider linear inequalities in two variables. They extend their knowledge of solutions to understand that the solution to an inequality in one variable is half of a number line and the solution to an inequality in two variables is half of a plane. Students then graph two linear inequalities on the same plane and identify the solution set as the intersection of the corresponding half-planes.

Students decided whether to use a system of linear equations or linear inequalities to solve a problem and choose a reasonable and efficient solution strategy. They solve problems to maximize or minimize values in a problem situation with given constraints.",,,,,,,,,,,,,
CO_M02_T06_L08_SS02,Learning Object,00c067a4cbe87f86cfcc8be7ba0da281a85fc462,,,,,,,,,,,,,,,,
CO_M02_T06_L08_SS02,Learning Object,d646c5897ca186c8e01a5b509026f635105df983,,,,,,,,,,,,,,,,
CO_M02_T06_L08,Sub_Section,CO_M02_T06_L08_SS03,Systems of Linear Inequalities,,"In this topic, students begin with what they already know: writing systems of linear equations and solving them graphically and algebraically using substitution. Using standard form equations builds upon what they learned about standard form in middle school and prepares them to solve systems using the linear combinations method. Students first analyze and solve systems where two equations share a variable whose coefficient in one equation is the additive inverse of its coefficient in the other. They then learn to transform one or both equations to use this method.

Students then consider linear inequalities in two variables. They extend their knowledge of solutions to understand that the solution to an inequality in one variable is half of a number line and the solution to an inequality in two variables is half of a plane. Students then graph two linear inequalities on the same plane and identify the solution set as the intersection of the corresponding half-planes.

Students decided whether to use a system of linear equations or linear inequalities to solve a problem and choose a reasonable and efficient solution strategy. They solve problems to maximize or minimize values in a problem situation with given constraints.",,,,,,,,,,,,,
CO_M02_T06_L08_SS03,Learning Object,7eac8f37878ff84261a9e0edadd76c9e29c8dc07,,,,,,,,,,,,,,,,
CO_M02_T06_L08_SS03,Learning Object,3a2ae432b99a8ac74560ad3f848fbf173d25462f,,,,,,,,,,,,,,,,
CO_M02_T06,Lesson,CO_M02_T06_L09,Additional Practice,,"In this topic, students begin with what they already know: writing systems of linear equations and solving them graphically and algebraically using substitution. Using standard form equations builds upon what they learned about standard form in middle school and prepares them to solve systems using the linear combinations method. Students first analyze and solve systems where two equations share a variable whose coefficient in one equation is the additive inverse of its coefficient in the other. They then learn to transform one or both equations to use this method.

Students then consider linear inequalities in two variables. They extend their knowledge of solutions to understand that the solution to an inequality in one variable is half of a number line and the solution to an inequality in two variables is half of a plane. Students then graph two linear inequalities on the same plane and identify the solution set as the intersection of the corresponding half-planes.

Students decided whether to use a system of linear equations or linear inequalities to solve a problem and choose a reasonable and efficient solution strategy. They solve problems to maximize or minimize values in a problem situation with given constraints.",,,,,,,,,,,,,
CO_M02_T06_L09,Learning Object,e4cd51c5ec770713170b1c9b391601522d2d0235,,,,,,,,,,,,,,,,
CO_M02_T06_L09,Learning Object,e00d0be7695d3996b6bc473fcccc410151a0539f,,,,,,,,,,,,,,,,
CO_M02_T06_L09,Learning Object,7767b803be2ec861605ea5039023ed4e714c81a8,,,,,,,,,,,,,,,,
CO_M02_T06_L09,Learning Object,040a914b38e13e707c84f4fa19e7ebce322d7891,,,,,,,,,,,,,,,,
CO_M02_T06,Lesson,CO_M02_T06_L10,Intervention Resources,,"In this topic, students begin with what they already know: writing systems of linear equations and solving them graphically and algebraically using substitution. Using standard form equations builds upon what they learned about standard form in middle school and prepares them to solve systems using the linear combinations method. Students first analyze and solve systems where two equations share a variable whose coefficient in one equation is the additive inverse of its coefficient in the other. They then learn to transform one or both equations to use this method.

Students then consider linear inequalities in two variables. They extend their knowledge of solutions to understand that the solution to an inequality in one variable is half of a number line and the solution to an inequality in two variables is half of a plane. Students then graph two linear inequalities on the same plane and identify the solution set as the intersection of the corresponding half-planes.

Students decided whether to use a system of linear equations or linear inequalities to solve a problem and choose a reasonable and efficient solution strategy. They solve problems to maximize or minimize values in a problem situation with given constraints.",,,,,,,,,,,,,
CO_M02_T06_L10,Sub_Section,CO_M02_T06_L10_SS00,Topic Readiness Resources,,"In this topic, students begin with what they already know: writing systems of linear equations and solving them graphically and algebraically using substitution. Using standard form equations builds upon what they learned about standard form in middle school and prepares them to solve systems using the linear combinations method. Students first analyze and solve systems where two equations share a variable whose coefficient in one equation is the additive inverse of its coefficient in the other. They then learn to transform one or both equations to use this method.

Students then consider linear inequalities in two variables. They extend their knowledge of solutions to understand that the solution to an inequality in one variable is half of a number line and the solution to an inequality in two variables is half of a plane. Students then graph two linear inequalities on the same plane and identify the solution set as the intersection of the corresponding half-planes.

Students decided whether to use a system of linear equations or linear inequalities to solve a problem and choose a reasonable and efficient solution strategy. They solve problems to maximize or minimize values in a problem situation with given constraints.",,,,,,,,,,,,,
CO_M02_T06_L10_SS00,Learning Object,bba26fd68a649d4658a0fd9f246799b893406e4d,,,,,,,,,,,,,,,,
CO_M02_T06_L10_SS00,Learning Object,5e4f4111f46e5b8e88da35759f6e48822d270e61,,,,,,,,,,,,,,,,
CO_M02_T06_L10_SS00,Learning Object,1c4b8bc74fb5bfda4bcf5a57e791bbc50fb3677f,,,,,,,,,,,,,,,,
CO_M02_T06_L10_SS00,Learning Object,d4b80e01f814df5454f2afec07a987e6e0c7abe6,,,,,,,,,,,,,,,,
CO_M02_T06_L10_SS00,Learning Object,099b1ce73161a75cdb1620529b89d640d47aace2,,,,,,,,,,,,,,,,
CO_M02_T06_L10_SS00,Learning Object,454024942cd2add09edcca692a1621f475217dd8,,,,,,,,,,,,,,,,
CO_M02_T06_L10,Sub_Section,CO_M02_T06_L10_SS01,Topic Re-Engagement Resources,,"In this topic, students begin with what they already know: writing systems of linear equations and solving them graphically and algebraically using substitution. Using standard form equations builds upon what they learned about standard form in middle school and prepares them to solve systems using the linear combinations method. Students first analyze and solve systems where two equations share a variable whose coefficient in one equation is the additive inverse of its coefficient in the other. They then learn to transform one or both equations to use this method.

Students then consider linear inequalities in two variables. They extend their knowledge of solutions to understand that the solution to an inequality in one variable is half of a number line and the solution to an inequality in two variables is half of a plane. Students then graph two linear inequalities on the same plane and identify the solution set as the intersection of the corresponding half-planes.

Students decided whether to use a system of linear equations or linear inequalities to solve a problem and choose a reasonable and efficient solution strategy. They solve problems to maximize or minimize values in a problem situation with given constraints.",,,,,,,,,,,,,
CO_M02_T06_L10_SS01,Learning Object,dfdc86defd889534a90bcd7a452e1566c6d8202e,,,,,,,,,,,,,,,,
CO_M02_T06_L10_SS01,Learning Object,3172a78d4af93ec5cafcc22c4424b5f1a4a5a5e0,,,,,,,,,,,,,,,,
CO_M02,Topic,CO_M02_T07,Topic 4: Functions Derived from Linear Relationships,,"Students calculate the absolute value of given values before considering the linear absolute value function. They explore an absolute value function as a linear function that has a reflection across the x-axis before exploring transformations of the A-, C-, and D-values. Students then solve and graph linear absolute value equations and inequalities based on real-world situations.

Next, students graph and analyze linear piecewise functions based on their intuition about given real-world scenarios. They write equations for the functions and represent the constraints on each piece with an inequality. Students transform linear piecewise functions. They then revisit absolute value functions as a special type of linear piecewise function. Students graph and analyze step functions. They evaluate floor and ceiling functions for given values and represent each graphically.

Students then derive inverses of linear functions. They create an inverse algebraically and then use patty paper to determine an inverse graphically by reflecting a linear function across the line y = x. Finally, students determine that all non-constant linear functions are one-to-one functions because their inverses are also functions.",,,,,,,,,,,,,
CO_M02_T07,Lesson,CO_M02_T07_L00,Topic Planning Resources,,"Students calculate the absolute value of given values before considering the linear absolute value function. They explore an absolute value function as a linear function that has a reflection across the x-axis before exploring transformations of the A-, C-, and D-values. Students then solve and graph linear absolute value equations and inequalities based on real-world situations.

Next, students graph and analyze linear piecewise functions based on their intuition about given real-world scenarios. They write equations for the functions and represent the constraints on each piece with an inequality. Students transform linear piecewise functions. They then revisit absolute value functions as a special type of linear piecewise function. Students graph and analyze step functions. They evaluate floor and ceiling functions for given values and represent each graphically.

Students then derive inverses of linear functions. They create an inverse algebraically and then use patty paper to determine an inverse graphically by reflecting a linear function across the line y = x. Finally, students determine that all non-constant linear functions are one-to-one functions because their inverses are also functions.",,,,,,,,,,,,,
CO_M02_T07_L00,Learning Object,ead7b4196867111194b6513f9283cc479c1c754b,,,,,,,,,,,,,,,,
CO_M02_T07_L00,Learning Object,811313190ac22f822945b405fbe6128e7f5361ad,,,,,,,,,,,,,,,,
CO_M02_T07_L00,Learning Object,8c1880705b87572fdf4390a15140a7f366399e22,,,,,,,,,,,,,,,,
CO_M02_T07,Lesson,CO_M02_T07_L01,Topic Assessments,,"Students calculate the absolute value of given values before considering the linear absolute value function. They explore an absolute value function as a linear function that has a reflection across the x-axis before exploring transformations of the A-, C-, and D-values. Students then solve and graph linear absolute value equations and inequalities based on real-world situations.

Next, students graph and analyze linear piecewise functions based on their intuition about given real-world scenarios. They write equations for the functions and represent the constraints on each piece with an inequality. Students transform linear piecewise functions. They then revisit absolute value functions as a special type of linear piecewise function. Students graph and analyze step functions. They evaluate floor and ceiling functions for given values and represent each graphically.

Students then derive inverses of linear functions. They create an inverse algebraically and then use patty paper to determine an inverse graphically by reflecting a linear function across the line y = x. Finally, students determine that all non-constant linear functions are one-to-one functions because their inverses are also functions.",,,,,,,,,,,,,
CO_M02_T07_L01,Sub_Section,CO_M02_T07_L01_SS00,Progress-Monitoring Assessments,,"Students calculate the absolute value of given values before considering the linear absolute value function. They explore an absolute value function as a linear function that has a reflection across the x-axis before exploring transformations of the A-, C-, and D-values. Students then solve and graph linear absolute value equations and inequalities based on real-world situations.

Next, students graph and analyze linear piecewise functions based on their intuition about given real-world scenarios. They write equations for the functions and represent the constraints on each piece with an inequality. Students transform linear piecewise functions. They then revisit absolute value functions as a special type of linear piecewise function. Students graph and analyze step functions. They evaluate floor and ceiling functions for given values and represent each graphically.

Students then derive inverses of linear functions. They create an inverse algebraically and then use patty paper to determine an inverse graphically by reflecting a linear function across the line y = x. Finally, students determine that all non-constant linear functions are one-to-one functions because their inverses are also functions.",,,,,,,,,,,,,
CO_M02_T07_L01_SS00,Learning Object,50834d3617fbabc145b033dcfb873d9d880a3799,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS00,Learning Object,64b4e0b7661ae470f54a764de3c68aedca2918b0,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS00,Learning Object,b80dbaed5117aa703b9ac9edb321adb15b08b7a8,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS00,Learning Object,dae2c6536a7d4906111b7e9a337ec40db4c12773,,,,,,,,,,,,,,,,
CO_M02_T07_L01,Sub_Section,CO_M02_T07_L01_SS01,Summative Assessments,,"Students calculate the absolute value of given values before considering the linear absolute value function. They explore an absolute value function as a linear function that has a reflection across the x-axis before exploring transformations of the A-, C-, and D-values. Students then solve and graph linear absolute value equations and inequalities based on real-world situations.

Next, students graph and analyze linear piecewise functions based on their intuition about given real-world scenarios. They write equations for the functions and represent the constraints on each piece with an inequality. Students transform linear piecewise functions. They then revisit absolute value functions as a special type of linear piecewise function. Students graph and analyze step functions. They evaluate floor and ceiling functions for given values and represent each graphically.

Students then derive inverses of linear functions. They create an inverse algebraically and then use patty paper to determine an inverse graphically by reflecting a linear function across the line y = x. Finally, students determine that all non-constant linear functions are one-to-one functions because their inverses are also functions.",,,,,,,,,,,,,
CO_M02_T07_L01_SS01,Learning Object,64d5d868b9522ad2686942d13deb352b4b08dc26,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS01,Learning Object,c04a9e02fb5c6c18add3cbf175795d151bb30c47,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS01,Learning Object,6ae4f139971b1f8c9bdf4fc9da12915412303255,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS01,Learning Object,d0f72c15d3b5d5a1705ec65906e237451fd6731e,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS01,Learning Object,9cb8b0b921ffafc1972bb58ebd404941696ccaa9,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS01,Learning Object,d6209934f16109fa0d4f693255e8a754a8f91583,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS01,Learning Object,d53cbb2b172078a29f94c27c47752c5869b98ca9,,,,,,,,,,,,,,,,
CO_M02_T07_L01,Sub_Section,CO_M02_T07_L01_SS02,Topic Assessments with Answers,,"Students calculate the absolute value of given values before considering the linear absolute value function. They explore an absolute value function as a linear function that has a reflection across the x-axis before exploring transformations of the A-, C-, and D-values. Students then solve and graph linear absolute value equations and inequalities based on real-world situations.

Next, students graph and analyze linear piecewise functions based on their intuition about given real-world scenarios. They write equations for the functions and represent the constraints on each piece with an inequality. Students transform linear piecewise functions. They then revisit absolute value functions as a special type of linear piecewise function. Students graph and analyze step functions. They evaluate floor and ceiling functions for given values and represent each graphically.

Students then derive inverses of linear functions. They create an inverse algebraically and then use patty paper to determine an inverse graphically by reflecting a linear function across the line y = x. Finally, students determine that all non-constant linear functions are one-to-one functions because their inverses are also functions.",,,,,,,,,,,,,
CO_M02_T07_L01_SS02,Learning Object,8c1880705b87572fdf4390a15140a7f366399e22,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS02,Learning Object,99b7b121c0aedae513d940d31ac9ee1b28674458,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS02,Learning Object,3d145711564721a22aa3453c7c183a88e9495c89,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS02,Learning Object,51b7df896df9f865cd22e5ca926e59770a4947ce,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS02,Learning Object,957f28638630bc9b58a6370258e07592a0b3b5ed,,,,,,,,,,,,,,,,
CO_M02_T07_L01_SS02,Learning Object,99b7b121c0aedae513d940d31ac9ee1b28674458,,,,,,,,,,,,,,,,
CO_M02_T07,Lesson,CO_M02_T07_L02,Lesson 1: Putting the V in Absolute Value,"Defining Absolute Value Functions and
Transformations","Students model absolute value functions and their transformations on a human coordinate plane. They explore and analyze different transformations of absolute value functions, graphs, and equations, and summarize the effects of these transformations. Students distinguish between the effects of changing values inside the argument of the function vs. changing values outside the function.",,,,,,,,,,,,,
CO_M02_T07_L02,Sub_Section,CO_M02_T07_L02_SS00,Student Lesson Resources,,"Students model absolute value functions and their transformations on a human coordinate plane. They explore and analyze different transformations of absolute value functions, graphs, and equations, and summarize the effects of these transformations. Students distinguish between the effects of changing values inside the argument of the function vs. changing values outside the function.",,,,,,,,,,,,,
CO_M02_T07_L02_SS00,Learning Object,23f346ba574abb192fb48d0bab01f607b107f826,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS00,Learning Object,d1ea099fe7f0ee8713b67603f204392fa066757e,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS00,Learning Object,01871974a5414be08d9ad816c77d7bcd9ab3d4ac,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS00,Learning Object,1ca69c9f2de1ba81213e8893b0141f2e79b0ee9f,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS00,Learning Object,af1d17d477c2d5a2f135a32bc78de7efbdab9b0f,,,,,,,,,,,,,,,,
CO_M02_T07_L02,Sub_Section,CO_M02_T07_L02_SS01,Lesson Planning Resources,,"Students model absolute value functions and their transformations on a human coordinate plane. They explore and analyze different transformations of absolute value functions, graphs, and equations, and summarize the effects of these transformations. Students distinguish between the effects of changing values inside the argument of the function vs. changing values outside the function.",,,,,,,,,,,,,
CO_M02_T07_L02_SS01,Learning Object,bf5bacd5240346db9f7ff9071bceb68718ac9220,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS01,Learning Object,c3584827f8c6f425681436a7f3a36b0eb3196317,,,,,,,,,,,,,,,,
CO_M02_T07_L02,Sub_Section,CO_M02_T07_L02_SS02,MATHia Adaptive Problem-Solving,,"Students model absolute value functions and their transformations on a human coordinate plane. They explore and analyze different transformations of absolute value functions, graphs, and equations, and summarize the effects of these transformations. Students distinguish between the effects of changing values inside the argument of the function vs. changing values outside the function.",,,,,,,,,,,,,
CO_M02_T07_L02_SS02,Learning Object,76f21f1ffadc98d026bb933e9c27adfb6d04a902,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS02,Learning Object,789ab72a6c3c539783abf8b004dfbf362ad4f213,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS02,Learning Object,3861a3c7ef91f40bbfdc5982613bc3c5e1957ab8,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS02,Learning Object,cfecd4fb983d4ebe3db4ef96632187218a1c8b19,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS02,Learning Object,5ae2df19445e64b4148be4b6f30786e108008334,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS02,Learning Object,1d0b74d1302548beeb87e6c663586d1bcb0435eb,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS02,Learning Object,1496793374b9d782256644db15e98c69ae25b87b,,,,,,,,,,,,,,,,
CO_M02_T07_L02,Sub_Section,CO_M02_T07_L02_SS03,MATHstream Interactive Videos,,"Students model absolute value functions and their transformations on a human coordinate plane. They explore and analyze different transformations of absolute value functions, graphs, and equations, and summarize the effects of these transformations. Students distinguish between the effects of changing values inside the argument of the function vs. changing values outside the function.",,,,,,,,,,,,,
CO_M02_T07_L02_SS03,Learning Object,a7ce5ec848e5c8dab0e3f869daa84e4cd6b8017d,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS03,Learning Object,78e5ccb1e59e57f5f4bccbf670db710cc20a47ad,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS03,Learning Object,e4d23fbf17d5cce4e3f024b42905453dd901bdaa,,,,,,,,,,,,,,,,
CO_M02_T07_L02,Sub_Section,CO_M02_T07_L02_SS04,Skills Practice,,"Students model absolute value functions and their transformations on a human coordinate plane. They explore and analyze different transformations of absolute value functions, graphs, and equations, and summarize the effects of these transformations. Students distinguish between the effects of changing values inside the argument of the function vs. changing values outside the function.",,,,,,,,,,,,,
CO_M02_T07_L02_SS04,Learning Object,3d91d68456d83deedd3ae876b4a42646e8e816ce,,,,,,,,,,,,,,,,
CO_M02_T07_L02_SS04,Learning Object,3b34b9e04acf8db1f4e7dec32fdf49465b111ec0,,,,,,,,,,,,,,,,
CO_M02_T07_L02,Sub_Section,CO_M02_T07_L02_SS05,Lesson Resources with Answers,,"Students model absolute value functions and their transformations on a human coordinate plane. They explore and analyze different transformations of absolute value functions, graphs, and equations, and summarize the effects of these transformations. Students distinguish between the effects of changing values inside the argument of the function vs. changing values outside the function.",,,,,,,,,,,,,
CO_M02_T07_L02_SS05,Learning Object,edfa6791cfaa35b12be4faea241acdaa1dc4bd4c,,,,,,,,,,,,,,,,
CO_M02_T07,Lesson,CO_M02_T07_L03,Lesson 2: Play Ball!,Absolute Value Equations and Inequalities,Students estimate the solutions of a linear absolute value function from its graph. They rewrite linear absolute value equations as two linear equations before solving algebraically. Students model a scenario with a linear absolute value inequality and its corresponding graph. They rewrite linear absolute value inequalities as equivalent compound inequalities before solving algebraically.,,,,,,,,,,,,,
CO_M02_T07_L03,Sub_Section,CO_M02_T07_L03_SS00,Student Lesson Resources,,Students estimate the solutions of a linear absolute value function from its graph. They rewrite linear absolute value equations as two linear equations before solving algebraically. Students model a scenario with a linear absolute value inequality and its corresponding graph. They rewrite linear absolute value inequalities as equivalent compound inequalities before solving algebraically.,,,,,,,,,,,,,
CO_M02_T07_L03_SS00,Learning Object,85372aa2960ae2d18891cb3840de3333f9032368,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS00,Learning Object,0c10386b330b6894a8eda1f1854b08e1170fa73f,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS00,Learning Object,07def126a84c03e1e8a19d865ce8771846e249f7,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS00,Learning Object,d59081a06435de7962a4e291e2423b9eb078baa6,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS00,Learning Object,06e7a1557e697c4503ee148e5f5543e6312f32e3,,,,,,,,,,,,,,,,
CO_M02_T07_L03,Sub_Section,CO_M02_T07_L03_SS01,Lesson Planning Resources,,Students estimate the solutions of a linear absolute value function from its graph. They rewrite linear absolute value equations as two linear equations before solving algebraically. Students model a scenario with a linear absolute value inequality and its corresponding graph. They rewrite linear absolute value inequalities as equivalent compound inequalities before solving algebraically.,,,,,,,,,,,,,
CO_M02_T07_L03_SS01,Learning Object,34ea0e4fad21de58b5b44d09f41cf964e940a2dc,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS01,Learning Object,b3ce119d304d084264443e82af2153fcd161d5af,,,,,,,,,,,,,,,,
CO_M02_T07_L03,Sub_Section,CO_M02_T07_L03_SS02,MATHia Adaptive Problem-Solving,,Students estimate the solutions of a linear absolute value function from its graph. They rewrite linear absolute value equations as two linear equations before solving algebraically. Students model a scenario with a linear absolute value inequality and its corresponding graph. They rewrite linear absolute value inequalities as equivalent compound inequalities before solving algebraically.,,,,,,,,,,,,,
CO_M02_T07_L03_SS02,Learning Object,61da8227ea9b237cb99b17fb07ef91077a16f454,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS02,Learning Object,8f87f293065b50cba16c54e345bac74ec0253b19,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS02,Learning Object,cb696a2b22244cd92a4fab36056a749b61122e3f,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS02,Learning Object,74b2ea2c1769b3b439ac68aa8890b205b0ccbe21,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS02,Learning Object,fec4850bdd9cf35e63ac19af34179be3c9efb86c,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS02,Learning Object,ebd27216e541a11e8e2817e1f569979c8885e027,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS02,Learning Object,a39239d72d489a0dd2f5e129bfe33ba4ee0fbecd,,,,,,,,,,,,,,,,
CO_M02_T07_L03,Sub_Section,CO_M02_T07_L03_SS03,Skills Practice,,Students estimate the solutions of a linear absolute value function from its graph. They rewrite linear absolute value equations as two linear equations before solving algebraically. Students model a scenario with a linear absolute value inequality and its corresponding graph. They rewrite linear absolute value inequalities as equivalent compound inequalities before solving algebraically.,,,,,,,,,,,,,
CO_M02_T07_L03_SS03,Learning Object,c16eb8f12b3e15f820380ff0eec29732f0e14d94,,,,,,,,,,,,,,,,
CO_M02_T07_L03_SS03,Learning Object,dbdaa46a9c7cd0eb8434ee051cfa0bc73308a847,,,,,,,,,,,,,,,,
CO_M02_T07_L03,Sub_Section,CO_M02_T07_L03_SS04,Lesson Resources with Answers,,Students estimate the solutions of a linear absolute value function from its graph. They rewrite linear absolute value equations as two linear equations before solving algebraically. Students model a scenario with a linear absolute value inequality and its corresponding graph. They rewrite linear absolute value inequalities as equivalent compound inequalities before solving algebraically.,,,,,,,,,,,,,
CO_M02_T07_L03_SS04,Learning Object,0e03b1abbabcf43f712cfb029f436ed7152f51d7,,,,,,,,,,,,,,,,
CO_M02_T07,Lesson,CO_M02_T07_L04,Lesson 3: I Graph in Pieces,Linear Piecewise Functions,"Students develop a piecewise function from a scenario. They analyze a piecewise graph and write a scenario and piecewise function to represent the graph. Students analyze statements that correspond to different pieces of the graphed function. They then write a scenario that a piecewise function could model, graph a partner’s scenario, and work with their partner to write a piecewise function for each.",,,,,,,,,,,,,
CO_M02_T07_L04,Sub_Section,CO_M02_T07_L04_SS00,Student Lesson Resources,,"Students develop a piecewise function from a scenario. They analyze a piecewise graph and write a scenario and piecewise function to represent the graph. Students analyze statements that correspond to different pieces of the graphed function. They then write a scenario that a piecewise function could model, graph a partner’s scenario, and work with their partner to write a piecewise function for each.",,,,,,,,,,,,,
CO_M02_T07_L04_SS00,Learning Object,1d31b0d39b560ea9514841d4e5c68b8673cff75e,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS00,Learning Object,9ee64c10fdde92788e5aae91397174cbd124fcae,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS00,Learning Object,f6716d687b924f517ca0d71818b28231ce5769a2,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS00,Learning Object,96266022d5f026c5dc3aa041c60466f605e6729b,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS00,Learning Object,ec1a5475c8197c2deadafa36308d6ce7dcf4db06,,,,,,,,,,,,,,,,
CO_M02_T07_L04,Sub_Section,CO_M02_T07_L04_SS01,Lesson Planning Resources,,"Students develop a piecewise function from a scenario. They analyze a piecewise graph and write a scenario and piecewise function to represent the graph. Students analyze statements that correspond to different pieces of the graphed function. They then write a scenario that a piecewise function could model, graph a partner’s scenario, and work with their partner to write a piecewise function for each.",,,,,,,,,,,,,
CO_M02_T07_L04_SS01,Learning Object,e7c3622ecddd896f8863d0cdced329603517b618,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS01,Learning Object,7f54c0a4aaed01a6793dc8a8774a04af2ed71f52,,,,,,,,,,,,,,,,
CO_M02_T07_L04,Sub_Section,CO_M02_T07_L04_SS02,MATHia Adaptive Problem-Solving,,"Students develop a piecewise function from a scenario. They analyze a piecewise graph and write a scenario and piecewise function to represent the graph. Students analyze statements that correspond to different pieces of the graphed function. They then write a scenario that a piecewise function could model, graph a partner’s scenario, and work with their partner to write a piecewise function for each.",,,,,,,,,,,,,
CO_M02_T07_L04_SS02,Learning Object,84fa9710b02ed7e969fcb7bd47c04f32c265b913,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS02,Learning Object,7fd7a467e068b0410ae62db4a6c5c8f57ef74a05,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS02,Learning Object,cd9edaf7a6dd51fba251e93da9ee498d1e0032b7,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS02,Learning Object,1b83a4e46c3223b36e837eaea2ae98daa8110be7,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS02,Learning Object,7d4d9a3b6a3083f7d0038049fcfef53e1d4b197c,,,,,,,,,,,,,,,,
CO_M02_T07_L04,Sub_Section,CO_M02_T07_L04_SS03,MATHstream Interactive Videos,,"Students develop a piecewise function from a scenario. They analyze a piecewise graph and write a scenario and piecewise function to represent the graph. Students analyze statements that correspond to different pieces of the graphed function. They then write a scenario that a piecewise function could model, graph a partner’s scenario, and work with their partner to write a piecewise function for each.",,,,,,,,,,,,,
CO_M02_T07_L04_SS03,Learning Object,10080fd33ebcf1bb4c7edc01cca32f4894ac9502,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS03,Learning Object,46d75d2a5df0c382d5704315243b9e571770cf14,,,,,,,,,,,,,,,,
CO_M02_T07_L04,Sub_Section,CO_M02_T07_L04_SS04,Skills Practice,,"Students develop a piecewise function from a scenario. They analyze a piecewise graph and write a scenario and piecewise function to represent the graph. Students analyze statements that correspond to different pieces of the graphed function. They then write a scenario that a piecewise function could model, graph a partner’s scenario, and work with their partner to write a piecewise function for each.",,,,,,,,,,,,,
CO_M02_T07_L04_SS04,Learning Object,602e995c92daff41fa5ce8c7cac273da746723e1,,,,,,,,,,,,,,,,
CO_M02_T07_L04_SS04,Learning Object,b999c91bca5798049e5837014978a5de5a235df4,,,,,,,,,,,,,,,,
CO_M02_T07_L04,Sub_Section,CO_M02_T07_L04_SS05,Lesson Resources with Answers,,"Students develop a piecewise function from a scenario. They analyze a piecewise graph and write a scenario and piecewise function to represent the graph. Students analyze statements that correspond to different pieces of the graphed function. They then write a scenario that a piecewise function could model, graph a partner’s scenario, and work with their partner to write a piecewise function for each.",,,,,,,,,,,,,
